"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography code","Gender","Age","Socio-economic classification","Household income","Value","Value_type","Sample size","Standard Error","Lower CI","Upper CI"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Not classified","All","?","%","7","?","?","?"
"Proportion of adults who were victims of all CSEW crime ","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","Less than £10,000","14.71172665","%","9863","0.356674424","14.01","15.41080852"
"Proportion of adults who were victims of all CSEW crime ","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£10,000 to less than £20,000","13.26638658","%","18551","0.249049906","12.78","13.75452439"
"Proportion of adults who were victims of all CSEW crime ","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£20,000 to less than £30,000","14.01219777","%","14201","0.291280955","13.44","14.58310845"
"Proportion of adults who were victims of all CSEW crime ","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£30,000 to less than £40,000","15.32799502","%","10852","0.34582605","14.65","16.00581408"
"Proportion of adults who were victims of all CSEW crime ","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£40,000 to less than £50,000","15.56266085","%","7691","0.413349856","14.75","16.37282657"
"Proportion of adults who were victims of all CSEW crime ","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£50,000 or more","16.68774063","%","17166","0.284589369","16.13","17.24553579"
"Proportion of adults who were victims of all CSEW crime ","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","No income stated/Not enough information provided ","13.25255332","%","15526","0.272112404","12.72","13.78589363"
"Proportion of adults who were victims of all CSEW crime ","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","Less than £10,000","25.03748404","%","142","3.635576167","17.91","32.16321333"
"Proportion of adults who were victims of all CSEW crime ","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£10,000 to less than £20,000","18.52871529","%","193","2.796702572","13.05","24.01025233"
"Proportion of adults who were victims of all CSEW crime ","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£20,000 to less than £30,000","18.83642444","%","144","3.258356307","12.45","25.2228028"
"Proportion of adults who were victims of all CSEW crime ","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£30,000 to less than £40,000","30.9124663","%","105","4.509953075","22.07","39.75197432"
"Proportion of adults who were victims of all CSEW crime ","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£40,000 to less than £50,000","24.34213827","%","75","4.955366292","14.63","34.05465621"
"Proportion of adults who were victims of all CSEW crime ","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£50,000 or more","27.17348117","%","193","3.202128533","20.9","33.44965309"
"Proportion of adults who were victims of all CSEW crime ","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","No income stated/Not enough information provided ","19.209262","%","191","2.85048949","13.62","24.7962214"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","Less than £10,000","17.23717353","%","466","1.749676366","13.81","20.6665392"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£10,000 to less than £20,000","15.41865983","%","922","1.189310174","13.09","17.74970777"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£20,000 to less than £30,000","17.88972915","%","669","1.481793093","14.99","20.79404361"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£30,000 to less than £40,000","16.80008171","%","521","1.637941118","13.59","20.0104463"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£40,000 to less than £50,000","17.71703106","%","399","1.911454666","13.97","21.4634822"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£50,000 or more","19.72375464","%","967","1.279602514","17.22","22.23177557"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","No income stated/Not enough information provided ","13.40964732","%","1451","0.894560517","11.66","15.16298593"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","Less than £10,000","16.1857392","%","415","1.808011466","12.64","19.72944167"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£10,000 to less than £20,000","17.38476047","%","609","1.535697907","14.37","20.39472836"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£20,000 to less than £30,000","18.80358625","%","420","1.906619902","15.07","22.54056126"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£30,000 to less than £40,000","15.97613046","%","293","2.140441329","11.78","20.17139546"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£40,000 to less than £50,000","19.89229724","%","178","2.992055243","14.03","25.75672551"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£50,000 or more","24.7803475","%","282","2.570956943","19.74","29.81942311"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","No income stated/Not enough information provided ","15.16956487","%","633","1.425806381","12.37","17.96414538"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","Less than £10,000","15.07772404","%","126","3.187817388","8.83","21.32584612"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£10,000 to less than £20,000","10.13050701","%","180","2.248979434","5.72","14.53850671"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£20,000 to less than £30,000","18.00573724","%","101","3.823283476","10.51","25.49937285"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£30,000 to less than £40,000","22.93551864","%","79","4.730073258","13.66","32.20646223"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£40,000 to less than £50,000","17.82515549","%","52","5.307431982","7.42","28.22772217"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£50,000 or more","16.38356029","%","106","3.59498469","9.34","23.42973028"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","No income stated/Not enough information provided ","14.50265578","%","181","2.61734393","9.37","19.63264989"
"Proportion of adults experiencing crime","All","n/a","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","17.0133899","%","35371","0.199790931","16.54","17.48329817"
"Proportion of adults who were victims of all CSEW crime ","White","ONS 2011  5 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","16.77482771","%","31980","0.208937867","16.28","17.26624957"
"Proportion of adults who were victims of all CSEW crime ","White British","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","16.6929977","%","30073","0.215040144","16.19","17.19877212"
"Proportion of adults who were victims of all CSEW crime ","White Irish","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","20.63839062","%","322","2.25535656","15.33","25.94298925"
"Proportion of adults who were victims of all CSEW crime ","Gypsy or Irish Traveller","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","?","%","12","?","?","?"
"Proportion of adults who were victims of all CSEW crime ","Any other White background","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","17.24589003","%","1573","0.952518087","15.01","19.48621257"
"Proportion of adults who were victims of all CSEW crime ","Mixed","ONS 2011  5 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","27.18793125","%","339","2.41651735","21.5","32.87158005"
"Proportion of adults who were victims of all CSEW crime ","Mixed White and Black Caribbean","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","28.95085747","%","120","4.140182765","19.21","38.68856734"
"Proportion of adults who were victims of all CSEW crime ","Mixed White and Black African","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","?","%","46","?","?","?"
"Proportion of adults who were victims of all CSEW crime ","Mixed White and Asian","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","23.54010664","%","80","4.743250525","12.38","34.69623188"
"Proportion of adults who were victims of all CSEW crime ","Any other Mixed/Multiple ethnic background","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","28.98610283","%","93","4.704626098","17.92","40.05138341"
"Proportion of adults who were victims of all CSEW crime ","Asian","ONS 2011  5 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","18.64983167","%","1824","0.912019804","16.5","20.79490225"
"Proportion of adults who were victims of all CSEW crime ","Indian","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","20.30470329","%","767","1.452502832","16.89","23.72098995"
"Proportion of adults who were victims of all CSEW crime ","Pakistani","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","20.35409193","%","398","2.018208653","15.61","25.10091868"
"Proportion of adults who were victims of all CSEW crime ","Bangladeshi","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","17.08620505","%","138","3.204030638","9.55","24.62208511"
"Proportion of adults who were victims of all CSEW crime ","Chinese","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","14.56514685","%","169","2.713511211","8.18","20.94732522"
"Proportion of adults who were victims of all CSEW crime ","Any other Asian background","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","15.18432843","%","352","1.912777767","10.69","19.68318174"
"Proportion of adults who were victims of all CSEW crime ","Black","ONS 2011  5 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","16.86460619","%","959","1.209126606","14.02","19.70847197"
"Proportion of adults who were victims of all CSEW crime ","Black African","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","16.0406205","%","564","1.545274508","12.41","19.67510614"
"Proportion of adults who were victims of all CSEW crime ","Black Caribbean","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","17.33294175","%","350","2.023337628","12.57","22.09183186"
"Proportion of adults who were victims of all CSEW crime ","Any other Black background","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","?","%","45","?","?","?"
"Proportion of adults who were victims of all CSEW crime ","Other ","ONS 2011  5 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","13.76802036","%","236","2.242920738","8.49","19.04336994"
"Proportion of adults who were victims of all CSEW crime ","Arab","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","9.906464116","%","88","3.184672775","2.42","17.39681448"
"Proportion of adults who were victims of all CSEW crime ","Any other ethnic group","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","15.99721248","%","148","3.013270694","8.91","23.08442515"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16-24","All","All","25.08751896","%","2790","0.820736685","23.16","27.01789164"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","25-34","All","All","20.99919318","%","5254","0.561916822","19.68","22.32082154"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","35-44","All","All","19.75912233","%","5826","0.52167067","18.53","20.98609175"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","45-54","All","All","17.41997822","%","6087","0.486138089","16.28","18.56337501"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","55-64","All","All","13.46098909","%","5689","0.45250823","12.4","14.52528845"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","65-74","All","All","10.19467491","%","5296","0.415780146","9.22","11.17258981"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","75+","All","All","5.98067783","%","4429","0.356312388","5.14","6.818724567"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","Male","16+","All","All","17.36071147","%","16176","0.297811508","16.66","18.06116414"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","Female","16+","All","All","16.68187248","%","19195","0.26909033","16.05","17.31477294"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","Managerial and professional occupations","All","17.21330157","%","11760","0.348103756","16.39","18.0320416"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","Intermediate occupations","All","16.34035925","%","8300","0.405835236","15.39","17.29488373"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","Routine and manual occupations","All","16.08421462","%","12620","0.327033381","15.32","16.85339713"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","Never worked and long-term unemployed","All","17.56514518","%","1322","1.046563497","15.1","20.02666253"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","Full time students","All","23.57774271","%","1200","1.225378962","20.7","26.45983403"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","Not classified","All","11.27628193","%","169","2.433097301","5.55","16.99892678"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","Less than £10,000","16.46549713","%","4618","0.545749574","15.18","17.74910013"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","£10,000 to less than £20,000","15.77981225","%","7155","0.430977105","14.77","16.7934704"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","£20,000 to less than £30,000","16.45517875","%","5161","0.516112217","15.24","17.66907469"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","£30,000 to less than £40,000","17.56854882","%","3778","0.61913227","16.11","19.02474792"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","£40,000 to less than £50,000","18.20577902","%","2670","0.746810324","16.45","19.9622769"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","£50,000 or more","19.1750737","%","5588","0.526638956","17.94","20.41372852"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","No income stated/Not enough information provided ","15.88804681","%","6401","0.456920034","14.81","16.96272273"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","15.94284076","%","33350","0.200457491","15.47","16.41431678"
"Proportion of adults who were victims of all CSEW crime ","White","ONS 2011  5 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","15.7259528","%","30212","0.209442914","15.23","16.21856253"
"Proportion of adults who were victims of all CSEW crime ","White British","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","15.50681722","%","28476","0.214502657","15","16.01132747"
"Proportion of adults who were victims of all CSEW crime ","White Irish","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","17.28374189","%","299","2.186647267","12.14","22.42673626"
"Proportion of adults who were victims of all CSEW crime ","Gypsy or Irish Traveller","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","?","%","10","?","?","?"
"Proportion of adults who were victims of all CSEW crime ","Any other White background","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","18.6262994","%","1427","1.03060759","16.2","21.05028845"
"Proportion of adults who were victims of all CSEW crime ","Mixed","ONS 2011  5 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","27.8774558","%","309","2.55083782","21.88","33.87702635"
"Proportion of adults who were victims of all CSEW crime ","Mixed White and Black Caribbean","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","29.11557327","%","98","4.589073892","18.32","39.90907506"
"Proportion of adults who were victims of all CSEW crime ","Mixed White and Black African","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","?","%","45","?","?","?"
"Proportion of adults who were victims of all CSEW crime ","Mixed White and Asian","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","27.93145649","%","90","4.729316826","16.81","39.05480966"
"Proportion of adults who were victims of all CSEW crime ","Any other Mixed/Multiple ethnic background","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","22.81059646","%","76","4.813271586","11.49","34.13141123"
"Proportion of adults who were victims of all CSEW crime ","Asian","ONS 2011  5 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","15.75656672","%","1649","0.897198415","13.65","17.86677739"
"Proportion of adults who were victims of all CSEW crime ","Indian","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","14.38693262","%","679","1.346850049","11.22","17.55472393"
"Proportion of adults who were victims of all CSEW crime ","Pakistani","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","21.93194531","%","388","2.100677545","16.99","26.8727389"
"Proportion of adults who were victims of all CSEW crime ","Bangladeshi","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","11.57351435","%","123","2.884504721","4.79","18.35786945"
"Proportion of adults who were victims of all CSEW crime ","Chinese","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","11.35560157","%","136","2.720578537","4.96","17.75440229"
"Proportion of adults who were victims of all CSEW crime ","Any other Asian background","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","13.89957388","%","323","1.924873229","9.37","18.42687571"
"Proportion of adults who were victims of all CSEW crime ","Black","ONS 2011  5 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","18.02397176","%","902","1.279868696","15.01","21.03422293"
"Proportion of adults who were victims of all CSEW crime ","Black African","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","18.71432916","%","529","1.695767443","14.73","22.70277419"
"Proportion of adults who were victims of all CSEW crime ","Black Caribbean","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","14.6975105","%","316","1.991861793","10.01","19.38236944"
"Proportion of adults who were victims of all CSEW crime ","Any other Black background","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","27.57831045","%","57","5.919441412","13.66","41.50083665"
"Proportion of adults who were victims of all CSEW crime ","Other ","ONS 2011  5 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","14.756194","%","234","2.318519033","9.3","20.20935077"
"Proportion of adults who were victims of all CSEW crime ","Arab","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","10.29921003","%","83","3.336268884","2.45","18.14611445"
"Proportion of adults who were victims of all CSEW crime ","Any other ethnic group","ONS 2011 18 + 1","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","17.46435217","%","151","3.089644764","10.2","24.73119666"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16-24","All","All","22.13202188","%","2409","0.845807622","20.14","24.12136141"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","25-34","All","All","20.45212862","%","4785","0.583099364","19.08","21.82357833"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","35-44","All","All","18.86656429","%","5436","0.530648107","17.62","20.11464864"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","45-54","All","All","16.78140153","%","5645","0.497384606","15.61","17.95125012"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","55-64","All","All","12.50636467","%","5336","0.452841129","11.44","13.57144701"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","65-74","All","All","9.04283464","%","5384","0.3908573","8.12","9.96213101"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","75+","All","All","5.94184669","%","4355","0.358232402","5.1","6.7844093"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","Male","16+","All","All","16.66717698","%","15030","0.303990198","15.95","17.38216193"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","Female","16+","All","All","15.25008715","%","18320","0.265609166","14.63","15.87479991"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","Managerial and professional occupations","All","16.09388782","%","11298","0.345721588","15.28","16.90702499"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","Intermediate occupations","All","15.20214016","%","7690","0.409431867","14.24","16.16512391"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","Routine and manual occupations","All","15.47052589","%","11823","0.332577433","14.69","16.25274801"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","Never worked and long-term unemployed","All","18.01039269","%","1310","1.061708627","15.51","20.50753138"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","Full time students","All","18.89650053","%","1027","1.221589432","16.02","21.76967887"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","Not classified","All","18.00792794","%","202","2.703598011","11.65","24.36679046"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","Less than £10,000","16.79384373","%","3965","0.593650979","15.4","18.19011083"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","£10,000 to less than £20,000","13.57486325","%","6724","0.417709081","12.59","14.55731501"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","£20,000 to less than £30,000","14.89693658","%","4972","0.504958307","13.71","16.08459852"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","£30,000 to less than £40,000","17.54389972","%","3744","0.621593614","16.08","19.0058879"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","£40,000 to less than £50,000","16.70120561","%","2672","0.721564307","15","18.39832486"
